Time;;22ll8;272s9;27lw4;28zvk;29z2z;428kh;46xmb;486ll;48l2j;4cz5c;4qv8w;4snrh;558vk;5bzng;5ds9w;5hm9v;5kkq9;5nvq5;5p9fq;5r9l5;5s9c2;6df8c;6mvqv;6pwtk;75r9p;7hqvm;7jlmr;7kqlm;7l9cn;7ltbf;7xdzb;87d9p;87s2c;88zt4;8fk9t;8hgnj;8tx27;8zvhf;94568;96pqv;96w9n;9dbsm;9qrqk;b9qrg;bbdld;bbnnk;bdwvx;c72lw;c8ws2;cksxf;cppl6;crj2t;csbpb;d7s5n;dffbb;dfh79;dzpwp;f9h54;fc6xz;fjlmw;fl782;fncvm;fwprt;gw4n5;gzrgj;h4flp;hbw9w;hgskq;hjsbt;hxbkv;hz9pb;j6slb;jfzqr;jjkbg;jzwjz;k7l6c;k8v45;kg2dz;kht4z;kmjtv;kmr84;l2b46;l79mt;lg8vm;lkjmh;lkt9z;llxw4;lz54x;m698r;mlfxr;mq6jv;mt8ql;nb485;npt2d;pfqgw;q4l7j;q57lq;qgckn;ql6g9;r8h4w;rc668;rcn8d;rh2hn;rkqt2;s6hbz;sqvtr;tb7tc;tmdrq;twtmx;txv4d;v28tw;v5j4h;vh2p5;vnflw;vnfqz;vqtn6;vzn65;wzgd9;xcld4;xctl5;xfqkb;xt5x4;xz44z;z4k9b;z5bsj;zbh2v;zc69n;zcq5c;zxfvd;zxxdr;;
4:09:20;4:09:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93%;;;;;;;;;;;
4:09:40;4:09:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27%;;;;;;;;;;;
4:10:00;4:10:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
4:10:20;4:10:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.13%;;;;;;;;;;;
4:10:40;4:10:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.94%;;;;;;;;;;;
4:11:00;4:11:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.25%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.01%;;;;;;;;;;;
4:11:20;4:11:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.14%;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95%;;;;;;;;;;;
4:11:40;4:11:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.06%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.88%;;;;;;;;;;;
4:12:00;4:12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.96%;;;;;;;;;;;;;;;;;;;;;;;1.12%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97%;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82%;;;;;;;;;;;
4:12:20;4:12:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.87%;;;;;;;;;;;;;;;;;;;;;;;1.49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.96%;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.78%;;;;;;;;;0.00%;;
4:12:40;4:12:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.91%;;;;;;;;;;;;;;;;;;;;;;;0.91%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.87%;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.77%;;;;;;;;;1.05%;;
4:13:00;4:13:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.84%;;;;;;;;;;;;;;;;;;;;;;;1.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.84%;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.81%;;;;;;;;;1.32%;;
4:13:20;4:13:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;0.00%;;
4:13:40;4:13:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.64%;;;;;;;;;;;
4:14:00;4:14:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.94%;;;;;;;;;;;
4:14:20;4:14:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.94%;;;;;;;;;;;
4:14:40;4:14:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76%;;0.79%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66%;;;;;;;;;;;
4:15:00;4:15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.10%;;0.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66%;;;;;;;;;;;
4:15:20;4:15:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.64%;;0.58%;;;;;;;;;;;;0.63%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.51%;;;;;;;;;;;
4:15:40;4:15:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.57%;;0.59%;;;;;;;;;;;;0.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.45%;;;;;;;;;;;
4:16:00;4:16:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.48%;;0.47%;;;;;;;;;;;;0.55%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.46%;;;0.61%;;;;;;;;
4:16:20;4:16:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.45%;;0.44%;;;;;;;;;;;;0.46%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.38%;;;0.62%;;;;;;;;
4:16:40;4:16:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.25%;;0.18%;;;;;;;;;;;;0.19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15%;;;0.40%;;;;;;;;
4:17:00;4:17:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
4:17:20;4:17:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.07%;;;;;;;;;;;
4:17:40;4:17:40;;;;;;;;;;1.12%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.05%;;;;;;;;;;;
4:18:00;4:18:00;;;;;;;;;;1.31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;
4:18:20;4:18:20;;;;;;;;;;1.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.08%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.86%;;;;;;;;;;;
4:18:40;4:18:40;;;;;;;;;;1.06%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98%;;;;;;;;;;;
4:19:00;4:19:00;;;;;;;;;;1.04%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.10%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.71%;;;;;;;;;;;
4:19:20;4:19:20;;;;;;;;;;0.84%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.01%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.08%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.94%;;;;;;;;;;;
4:19:40;4:19:40;;;;;;;;;;0.89%;;;;;;;;1.08%;;;;;;;;;;;;;;;;;;;;;0.87%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.71%;;;;;;;;;;;
4:20:00;4:20:00;;;;;;;;;;0.72%;;;;;;;;1.05%;;;;;;;;;;;;;;;;;;;;;0.93%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.89%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.91%;;;;;;;;;;;
4:20:20;4:20:20;;;;;;;;;;0.00%;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
4:20:40;4:20:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35%;;;;;;;;;;;
4:21:00;4:21:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.53%;;;;;;;;;;;;;;;;;;0.92%;;;;;;;;;;;
4:21:20;4:21:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.86%;;;;;;;;;;;;;;;;;;0.54%;;;;;;;;;;;
4:21:40;4:21:40;;;;;;;;;;;;;;0.45%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.70%;;;;;;;;;;;;;;;;;;0.51%;;;;;;;;;;;
4:22:00;4:22:00;;;;;;;;;;;;;;0.59%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.45%;;;;;;;;;;;;;;;;;;0.39%;;;;;;;;;;;
4:22:20;4:22:20;;;;;;;;;;;;;;0.52%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.48%;;;0.43%;;;;;;;;;;;;;;;;;;0.38%;;;;;;;;;;;
4:22:40;4:22:40;;;;;;;;;;;;;;0.32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.46%;;;0.35%;;;;;;;;;;;;;;;;;;0.28%;;;;;;;;;;;
4:23:00;4:23:00;;;;;;;;;;;;;;0.37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.41%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.43%;;;0.32%;;;;;;;;;;;;;;;;;;0.33%;;;;;;;;;;;
4:23:20;4:23:20;;;;;;;;;;;;;;0.24%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58%;;;0.28%;;;;;;;;;;;;;;;;;;0.24%;;;;;;;;;;;
4:23:40;4:23:40;;;;;;;;;;;;;;0.23%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.18%;;;0.14%;;;;;;;;;;;;;;;;;;0.16%;;;;;;;;;;;
4:24:00;4:24:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
4:24:20;4:24:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;
4:24:40;4:24:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.05%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:25:00;4:25:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:25:20;4:25:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.94%;;;;;;;;;;;;;1.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;
4:25:40;4:25:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;;;0.81%;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;
4:26:00;4:26:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.02%;;;;;;;;;;;;;1.11%;;;;;;;;;;;;;;1.07%;;;;;;;;;;;;;1.01%;;;;;;;;;;;
4:26:20;4:26:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;;;1.02%;;;;;;;;;;;;;;0.91%;;;;;;;;;;;;;0.98%;;;;;;;;;;;
4:26:40;4:26:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.90%;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;;;0.93%;;;;;;;;;;;;;;1.05%;;;;;;;;;;;;;0.74%;;;;;;;;;;;
4:27:00;4:27:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99%;;;;;;;;;;;;;;;;;;;;;;;;;1.00%;;;;;;;;;;;;;0.84%;;;;;;;;;;;;;;0.94%;;;;;;;;;;;;;0.85%;;;;;;;;;;;
4:27:20;4:27:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03%;;;;;;;;;;;;;;;;;;;;;;;;;0.03%;;;;;;;;;;;;;0.05%;;;;;;;;;;;;;;0.08%;;;;;;;;;;;;;0.00%;;;;;;;;;;;
4:27:40;4:27:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05%;;;;;;;;;;;
4:28:00;4:28:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.91%;;;;;;;;;;;
4:28:20;4:28:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.54%;;;;;;;;;;;
4:28:40;4:28:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.64%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52%;;;;;;;;;;;
4:29:00;4:29:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.45%;;;;;;;;;;;;0.42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35%;;;;;;;;;;;
4:29:20;4:29:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.50%;;;;;;;;;;;;0.42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.34%;;;;;;;;;;;
4:29:40;4:29:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.31%;;;;;;;;;;;;0.30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.41%;;;;;;;;;;;;;;;;;;;;;;;;0.29%;;;;;;;;;;;
4:30:00;4:30:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27%;;;;;;;;;;;;0.34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.34%;;;;;;;;;;;;;;;;;;;;;;;;0.31%;;;;;;;;;;;
4:30:20;4:30:20;;;;;;;;;;;;;;;;;;;;;;0.32%;;;;;;;;;;;;;;;;;;;;;;;0.26%;;;;;;;;;;;;0.28%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33%;;;;;;;;;;;;;;;;;;;;;;;;0.18%;;;;;;;;;;;
4:30:40;4:30:40;;;;;;;;;;;;;;;;;;;;;;0.26%;;;;;;;;;;;;;;;;;;;;;;;0.22%;;;;;;;;;;;;0.19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.20%;;;;;;;;;;;;;;;;;;;;;;;;0.20%;;;;;;;;;;;
4:31:00;4:31:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
4:31:20;4:31:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.81%;;;;;;;;;;;
4:31:40;4:31:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:32:00;4:32:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:32:20;4:32:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:32:40;4:32:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:33:00;4:33:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:33:20;4:33:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:33:40;4:33:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:34:00;4:34:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;
4:34:20;4:34:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.89%;;;;;;;;;;;
4:34:40;4:34:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
4:35:00;4:35:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.73%;;;;;;;;;;;
4:35:20;4:35:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.78%;;;;;;;;;;;
4:35:40;4:35:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.96%;;;;;;;;;;;
4:36:00;4:36:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.31%;;;;;;;;;;;
4:36:20;4:36:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01%;;;;;;;;;;;
4:36:40;4:36:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.74%;;;;;;;;;;;
4:37:00;4:37:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76%;;;;;;;;;;;
4:37:20;4:37:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02%;;;;;;;;;;;
